1,,1000,,DHY 364-5MB 1104/038,BO CỔ CO20//3+E30,DHSB,,,,1Y068,,,"0,0",-,,,,-,0
2,,1000,,DHY 364-5MB 1104/038,BO CỔ CO20//3+E30,DHTP,,,,1Y068,,,"0,0",-,,,,-,0
